"gene","cells","observed_ks_D","naive_uniform_p","refitted_bootstrap_p","exceedances","tail_mc_lower","tail_mc_upper","bootstrap_q95","bootstrap_replicates","failed_fits","elapsed_seconds","observed_seed"
"Pyy",2087,0.0299583200515378,0.0472154125772928,0.0025,4,0.000545465988597203,0.00511536229400075,0.0224822469344695,1999,0,201.982,20260815
