n,genes,observed_seconds,one_refit_seconds,projected_199_serial_minutes,streaming_working_arrays_mb,observed_min,observed_max,refit_min,refit_max
1000,10,0.002023083041422,0.001888541970402,0.006297382252523667,0.02288818359375,0.0019686250016093,0.0020702920155599,0.0018645840464159,0.0020629999926313
10000,10,0.0212385419290512,0.0200207500020042,0.06675612987213145,0.2288818359375,0.0160379579756408,0.0228403749642893,0.0162071658996865,0.034595499979332
100000,10,0.1872670000884682,0.1851817909628152,0.6173073900281449,2.288818359375,0.1785407499410212,0.1895909170852974,0.1761875409865752,0.1870952090248465
1000000,10,2.009749582968652,1.9927785829640925,6.642878126547051,22.88818359375,1.9824401669902727,2.0687120830407366,1.982015165966004,1.9970032500568775
